CompanyName, Designation, Ratings, Address
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109 (Westlake area)
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Blue Origin, Software Engineer - Front-end - Enterprise Manufacturing, 3.3, Kent - WA 98032
Amazon.com Services - Inc., Software Development Engineer – Customer Experience Strategy, 3.6, Seattle - WA
Facebook, Mechanical Engineer - University Grad - AR/VR, 4.2, Redmond - WA
ASSURANCE, Senior Software Engineer, 3.9, Seattle - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104 (Downtown area)
Amazon.com Services LLC, Software Development Engineer - Prime Video Content Delivery, 3.6, Seattle - WA
Seattle Pacific University, Assistant Professor of Computer Engineering - Seattle Pacifi..., 4.5, Seattle - WA
Facebook, Manager - Software Engineering - Infrastructure, 4.2, Seattle - WA 98101 (Downtown area)
Costco Travel, Software Development Engineer in Test - SOA, 4.2, Issaquah - WA 98027
Amazon.com Services - Inc., Software Development Engineer - Search Marketing, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004 (Downtown area)
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109 (Westlake area)
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Dude Solutions - Inc., Software Engineer, 3.0, Poulsbo - WA
Microsoft, Senior Software Developer Engineer, 4.2, Bellevue - WA 98004 (Downtown area)
Kymeta, CISO, 2.9, Redmond - WA 98052 (Rose Hill area)
University of Washington, PYTHON DEVELOPER, 4.1, Seattle - WA
Perkins Coie, Patent Prosecution Patent Agent – Midlevel, 3.9, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, Support Development Engineer, 3.6, Seattle - WA
Amazon Corporate LLC, Software Engineer, 3.6, Seattle - WA
Logic20/20, Consultant - Content, 3.5, Seattle - WA 98115 (Ravenna area)
Nintendo of America Inc., Associate Engineer (NTD), 4.1, Redmond - WA
Seattle Children's Hospital, Integration Engineer - Epic Bridges, 4.0, Seattle - WA 98101 (Denny Triangle area)
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Amazon.com Services - Inc., QAE- TAA Tech, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Downtown area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004 (Downtown area)
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109 (Westlake area)
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Blue Origin, Software Engineer - Front-end - Enterprise Manufacturing, 3.3, Kent - WA 98032
Amazon.com Services - Inc., Software Development Engineer – Customer Experience Strategy, 3.6, Seattle - WA
Facebook, Mechanical Engineer - University Grad - AR/VR, 4.2, Redmond - WA
ASSURANCE, Senior Software Engineer, 3.9, Seattle - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104 (Downtown area)
Amazon.com Services LLC, Software Development Engineer - Prime Video Content Delivery, 3.6, Seattle - WA
Seattle Pacific University, Assistant Professor of Computer Engineering - Seattle Pacifi..., 4.5, Seattle - WA
Facebook, Manager - Software Engineering - Infrastructure, 4.2, Seattle - WA 98101 (Downtown area)
Costco Travel, Software Development Engineer in Test - SOA, 4.2, Issaquah - WA 98027
Amazon.com Services - Inc., Software Development Engineer - Search Marketing, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Amazon.com Services - Inc., QAE- TAA Tech, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Downtown area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Friendly Consultants, Software Development Engineer in Test, NaN, Tumwater - WA
Facebook, Firmware Test Engineer - Augmented Reality, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Amazon.com Services - Inc., Software development engineer [full stack] - Recommendations..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Mobile Shopping, 3.6, Seattle - WA
Amazon.com Services LLC, ES Tech - Web Development Engineer, 3.6, Seattle - WA
Akraya Inc., Python Developer 1 : 19-05168, 3.6, Bellevue - WA 98005 (Wilburton area)
Amazon.com Services LLC, Software Development Engineer (Builder Tools), 3.6, Seattle - WA
Accenture, Entry Level Accenture Technology Advanced Application Engine..., 4.0, Seattle - WA 98101 (Downtown area)
Seattle Community Colleges, Web Applications Developer, 4.1, Seattle - WA 98122 (Central District area)
Amazon.com Services - Inc., QAE- TAA Tech, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Denny Triangle area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004 (Downtown area)
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109 (Westlake area)
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Uber, iOS Engineer - Premium Rides (Seattle), 3.8, Seattle - WA 98101 (Downtown area)
Walbell Technologies, Software Engineers, NaN, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Embedded, 3.6, Seattle - WA
Oracle, Software Developer - Architect, 3.8, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Identity Services, 3.6, Seattle - WA
HBO Max, Senior Staff Software Engineer - Search, NaN, Seattle - WA
3MD Inc., Build Engineer I, NaN, Redmond - WA 98052
DocuSign, Senior Software Engineer – Signing, 3.7, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Development Engineer Test - Alexa Automotive, 3.6, Seattle - WA
Amazon Web Services - Inc., AWS Software Development Engineer (L4), 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, Redshift Autonomous Database - Software Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Assistant, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - CloudFront Client Accelerati..., 3.6, Seattle - WA
Amazon.com Services - Inc., Autonomous Robotics Software Engineer - Amazon Scout Testing..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Oath Inc, Senior Software Developer, 3.8, Seattle - WA
Starbucks, gateway engineer API - Starbucks Technology - Seattle - WA, 4.0, Seattle - WA
Facebook, Graphics Engineer - Spatial Computing Runtime Team (Oculus), 4.2, Seattle - WA 98101
Microsoft, Senior Software Engineer - DevOps, 4.2, Redmond - WA
Premera Blue Cross, Software Development Engineer III, 3.6, Mountlake Terrace - WA 98043
New Relic, Senior Software Engineer - Java, 3.0, Seattle - WA 98121 (Belltown area)
Amazon.com Services - Inc., Software Development Engineer (SDE II), 3.6, Seattle - WA
Magic Leap - Multiple Locations, Software Engineer - Unreal Engine 4, 3.3, Seattle - WA
GE Digital, Staff Electrical Power Systems Software Engineer, 3.3, Redmond - WA 98052
Amazon.com Services LLC, Software Development Engineer II - Amazon Connect Real-Time..., 3.6, Seattle - WA
DocuSign, Senior Software Engineer – Core Services, 3.7, Seattle - WA 98101 (Downtown area)
Duolingo, Senior Software Engineer - iOS, 5.0, Seattle - WA
Qualtrics, Senior Software Engineer - Engineering Insights, 4.3, Seattle - WA
Amazon Web Services - Inc., Software Development Engineer - AWS Cloudfront, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Kinesis Data Streams, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
New Relic, Senior Software Engineer - Java, 3.0, Seattle - WA 98121 (Belltown area)
Amazon.com Services - Inc., Software Development Engineer (SDE II), 3.6, Seattle - WA
Magic Leap - Multiple Locations, Software Engineer - Unreal Engine 4, 3.3, Seattle - WA
GE Digital, Staff Electrical Power Systems Software Engineer, 3.3, Redmond - WA 98052
Amazon.com Services LLC, Software Development Engineer II - Amazon Connect Real-Time..., 3.6, Seattle - WA
DocuSign, Senior Software Engineer – Core Services, 3.7, Seattle - WA 98101 (Downtown area)
Duolingo, Senior Software Engineer - iOS, 5.0, Seattle - WA
Qualtrics, Senior Software Engineer - Engineering Insights, 4.3, Seattle - WA
Amazon Web Services - Inc., Software Development Engineer - AWS Cloudfront, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Kinesis Data Streams, 3.6, Seattle - WA
Amazon.com Services LLC, Redshift Autonomous Database - Software Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Assistant, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - CloudFront Client Accelerati..., 3.6, Seattle - WA
Amazon.com Services - Inc., Autonomous Robotics Software Engineer - Amazon Scout Testing..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Oath Inc, Senior Software Developer, 3.8, Seattle - WA
Starbucks, gateway engineer API - Starbucks Technology - Seattle - WA, 4.0, Seattle - WA
Facebook, Graphics Engineer - Spatial Computing Runtime Team (Oculus), 4.2, Seattle - WA 98101 (Downtown area)
